District,Soil Type,Crop,Ideal Season,Average Temperature (°C),Average Rainfall (mm),Yield (tons/acre)
THIRUVALLUR,Whole Year ,Tapioca,4043,27.82684262,48.25207759
THIRUVALLUR,Whole Year ,Tobacco,25,29.8757015,40.89732789
THIRUVALLUR,Whole Year ,Tomato,111,27.33684386,32.55919573
THIRUVALLUR,Whole Year ,Turmeric,71,29.83040388,31.87416982
THIRUVALLUR,Whole Year ,Water Melon,0,28.2753171,53.1205277
THIRUVALLUR,Whole Year ,Yam,0,29.86860065,62.74803826
THIRUVALLUR,Kharif     ,Arhar/Tur,773,29.5888162,46.19374559
THIRUVALLUR,Kharif     ,Bajra,1801,28.07219563,41.53749535
THIRUVALLUR,Kharif     ,Castor seed,1,27.84026517,58.99536268
THIRUVALLUR,Kharif     ,Cotton(lint),28,27.10818093,41.0550915
THIRUVALLUR,Kharif     ,Groundnut,57561,27.68515114,33.84110759
THIRUVALLUR,Kharif     ,Horse-gram,19,29.34594634,55.50429227
THIRUVALLUR,Kharif     ,Jowar,83,28.36319404,57.02891698
THIRUVALLUR,Kharif     ,Korra,4,27.65280218,44.11622138
THIRUVALLUR,Kharif     ,Moong(Green Gram),7288,27.31372793,42.24783476
THIRUVALLUR,Kharif     ,Other Kharif pulses,156,27.06909959,66.1761456
THIRUVALLUR,Kharif     ,Ragi,918,28.06642822,72.19245835
THIRUVALLUR,Kharif     ,Rice,195536,27.73329078,55.053805
THIRUVALLUR,Kharif     ,Sesamum,513,27.53632932,65.07981523
THIRUVALLUR,Kharif     ,Small millets,4,29.66461594,38.48678973
THIRUVALLUR,Kharif     ,Sunflower,19,29.9145443,62.20279647
THIRUVALLUR,Kharif     ,Urad,810,28.36363858,70.79934452
THIRUVALLUR,Whole Year ,Banana,22251,29.46416042,64.16167699
THIRUVALLUR,Whole Year ,Bhindi,1337,29.73013036,31.83192392
THIRUVALLUR,Whole Year ,Bitter Gourd,0,27.46852989,50.28438729
THIRUVALLUR,Whole Year ,Bottle Gourd,0,27.77076285,58.27600682
THIRUVALLUR,Whole Year ,Brinjal,3086,29.12939524,36.99362831
THIRUVALLUR,Whole Year ,Cashewnut,67,27.10606808,64.25520357
THIRUVALLUR,Whole Year ,Citrus Fruit,22,28.88078945,55.60523179
THIRUVALLUR,Whole Year ,Coconut ,6800,28.14720892,48.46797044
THIRUVALLUR,Whole Year ,Coriander,19,29.89129144,70.4713043
THIRUVALLUR,Whole Year ,Cucumber,0,27.41503453,34.03335472
THIRUVALLUR,Whole Year ,Drum Stick,0,29.27308605,68.54877876
THIRUVALLUR,Whole Year ,Dry chillies,639,29.65296893,52.0810886
THIRUVALLUR,Whole Year ,Jack Fruit,97,28.44524991,57.04826619
THIRUVALLUR,Whole Year ,Mango,33114,27.96235681,63.77192383
THIRUVALLUR,Whole Year ,Other Citrus Fruit,0,29.25649321,60.74583498
THIRUVALLUR,Whole Year ,Other Fresh Fruits,0,28.36291385,71.1271039
THIRUVALLUR,Whole Year ,Other Vegetables,0,27.62749466,64.53027638
THIRUVALLUR,Whole Year ,Papaya,0,28.66086349,40.85534718
THIRUVALLUR,Whole Year ,Pome Fruit,1699,29.2114218,69.66289997
THIRUVALLUR,Whole Year ,Pome Granet,0,29.40889385,61.86633917
THIRUVALLUR,Whole Year ,Potato,63,28.02952623,64.58559639
THIRUVALLUR,Whole Year ,Pump Kin,0,28.08657178,44.13827124
THIRUVALLUR,Whole Year ,Redish,0,29.16174608,35.73403813
THIRUVALLUR,Whole Year ,Snak Guard,0,29.8596912,33.95825723
THIRUVALLUR,Whole Year ,Sugarcane,458083,29.06631494,71.90018566
THIRUVALLUR,Whole Year ,Sweet potato,507,27.38538997,38.34303462
THIRUVALLUR,Whole Year ,Tapioca,943,27.93034941,59.18953429
THIRUVALLUR,Whole Year ,Tomato,81,29.2808618,36.91852635
THIRUVALLUR,Whole Year ,Turmeric,62,28.9973145,52.13580529
THIRUVALLUR,Whole Year ,Water Melon,0,27.92678579,55.21606732
THIRUVALLUR,Whole Year ,Yam,0,28.5474135,40.82840673
THIRUVALLUR,Kharif     ,Arhar/Tur,952,29.36488409,36.01203025
THIRUVALLUR,Kharif     ,Bajra,3678,28.56149805,34.7426459
THIRUVALLUR,Kharif     ,Castor seed,11,28.43683487,53.78769958
THIRUVALLUR,Kharif     ,Groundnut,78997,28.79728147,46.0203959
THIRUVALLUR,Kharif     ,Horse-gram,50,28.7275267,52.92929636
THIRUVALLUR,Kharif     ,Jowar,141,27.95639663,45.43669946
THIRUVALLUR,Kharif     ,Moong(Green Gram),3611,28.17458662,68.80141783
THIRUVALLUR,Kharif     ,Other Kharif pulses,43,28.77653519,43.87801983
THIRUVALLUR,Kharif     ,Ragi,339,28.438097,64.56807592
THIRUVALLUR,Kharif     ,Rice,199886,29.48439992,38.31597852
THIRUVALLUR,Kharif     ,Sesamum,1206,26.73433965,50.1978269
THIRUVALLUR,Kharif     ,Small millets,2,26.27274407,44.86052932
THIRUVALLUR,Kharif     ,Sunflower,87,34.03679184,55.51932414
THIRUVALLUR,Kharif     ,Urad,436,28.03644051,35.37493212
THIRUVALLUR,Rabi       ,Gram,1,28.81460716,30.92014047
THIRUVALLUR,Whole Year ,Banana,68940,34.03619494,32.71129281
THIRUVALLUR,Whole Year ,Cashewnut,85,33.8642935,33.48919022
THIRUVALLUR,Whole Year ,Coconut ,6800,32.84213012,47.95406479
THIRUVALLUR,Whole Year ,Dry chillies,441,27.10053268,35.03404425
THIRUVALLUR,Whole Year ,Sugarcane,329440,25.65842532,65.67591794
THIRUVALLUR,Whole Year ,Sweet potato,317,32.34744009,42.44054315
THIRUVALLUR,Whole Year ,Tapioca,5117,29.58949031,70.10472076
THIRUVALLUR,Whole Year ,Turmeric,33,30.91219459,63.9187654
THIRUVALLUR,Kharif     ,Arhar/Tur,1814,28.12787838,38.53254678
THIRUVALLUR,Kharif     ,Bajra,2343,30.08545364,32.81296548
THIRUVALLUR,Kharif     ,Castor seed,1,31.74379487,54.73367631
THIRUVALLUR,Kharif     ,Cotton(lint),9,27.81326852,38.7976407
THIRUVALLUR,Kharif     ,Groundnut,55100,32.88733849,55.296354
THIRUVALLUR,Kharif     ,Horse-gram,12,29.36358721,36.35720652
THIRUVALLUR,Kharif     ,Jowar,139,27.82592799,44.75215854
THIRUVALLUR,Kharif     ,Moong(Green Gram),4297,28.49538735,42.99498978
THIRUVALLUR,Kharif     ,Other Kharif pulses,98,27.74274761,56.48265193
THIRUVALLUR,Kharif     ,Ragi,379,30.41588462,53.01899249
THIRUVALLUR,Kharif     ,Rice,271582,27.3254209,41.82490236
THIRUVALLUR,Kharif     ,Sesamum,697,30.28496619,46.75690086
THIRUVALLUR,Kharif     ,Soyabean,,28.56840626,59.87232071
THIRUVALLUR,Kharif     ,Sunflower,200,25.36586097,44.64407105
THIRUVALLUR,Kharif     ,Urad,371,34.9466155,44.01206619
THIRUVALLUR,Whole Year ,Banana,99486,25.09737391,45.91011391
THIRUVALLUR,Whole Year ,Cashewnut,138,32.47648301,37.54602719
THIRUVALLUR,Whole Year ,Coconut ,66,33.86351172,40.77872823
THIRUVALLUR,Whole Year ,Dry chillies,1681,25.19857725,42.83053902
THIRUVALLUR,Whole Year ,Sugarcane,570279,31.77681682,51.52617423
THIRUVALLUR,Whole Year ,Sweet potato,355,34.89814946,49.11964582
THIRUVALLUR,Whole Year ,Tapioca,2560,31.74105409,57.65901369
THIRUVALLUR,Whole Year ,Turmeric,28,27.16159076,43.1386631
THIRUVALLUR,Kharif     ,Rice,318468,26.23773129,48.54598575
THIRUVALLUR,Whole Year ,Arhar/Tur,884,30.20157245,56.76278363
THIRUVALLUR,Whole Year ,Bajra,3402,31.55846339,37.31236904
THIRUVALLUR,Whole Year ,Banana,80591,29.67892453,56.51103293
THIRUVALLUR,Whole Year ,Cashewnut,170,27.05365239,37.01110438
THIRUVALLUR,Whole Year ,Castor seed,1,34.63880966,50.47333854
THIRUVALLUR,Whole Year ,Coconut ,70,33.39438752,57.79863368
THIRUVALLUR,Whole Year ,Dry chillies,448,28.84079155,44.56598352
THIRUVALLUR,Whole Year ,Groundnut,58264,31.49338309,56.68833819
THIRUVALLUR,Whole Year ,Horse-gram,23,25.54960633,59.87065439
THIRUVALLUR,Whole Year ,Jowar,132,34.37329112,48.48319335
THIRUVALLUR,Whole Year ,Maize,16,34.6008247,48.56690235
THIRUVALLUR,Whole Year ,Moong(Green Gram),3671,29.43463808,43.80041104
THIRUVALLUR,Whole Year ,Ragi,634,29.10713092,36.94616965
THIRUVALLUR,Whole Year ,Sesamum,604,28.57006111,53.43228915
THIRUVALLUR,Whole Year ,Sugarcane,1143424,27.54384835,50.49913241
THIRUVALLUR,Whole Year ,Sunflower,307,33.04687968,45.04467075
THIRUVALLUR,Whole Year ,Sweet potato,151,33.95309131,58.37249772
THIRUVALLUR,Whole Year ,Tapioca,2825,30.11873003,40.12044158
THIRUVALLUR,Whole Year ,Turmeric,29,29.57812712,51.09802625
THIRUVALLUR,Whole Year ,Urad,1002,27.26458947,58.86687093
THIRUVALLUR,Kharif     ,Rice,286007,31.35730791,56.04995423
THIRUVALLUR,Whole Year ,Arhar/Tur,774,31.52104732,58.41394143
THIRUVALLUR,Whole Year ,Bajra,2432,29.39982732,54.96121262
THIRUVALLUR,Whole Year ,Banana,75048,29.38400259,49.61865305
THIRUVALLUR,Whole Year ,Cashewnut,137,28.38686534,52.84626009
THIRUVALLUR,Whole Year ,Castor seed,4,28.47442276,55.03723979
THIRUVALLUR,Whole Year ,Coconut ,84,30.64095781,54.62243308
THIRUVALLUR,Whole Year ,Dry chillies,366,25.25596239,59.03629954
THIRUVALLUR,Whole Year ,Groundnut,56173,32.97030511,52.93031105
THIRUVALLUR,Whole Year ,Horse-gram,7,33.66855394,56.52558045
THIRUVALLUR,Whole Year ,Jowar,74,32.83963757,53.15223123
THIRUVALLUR,Whole Year ,Moong(Green Gram),2464,27.45853567,50.46746116
THIRUVALLUR,Whole Year ,Onion,10,25.68576704,39.23831035
THIRUVALLUR,Whole Year ,Ragi,427,30.0328403,44.17580911
THIRUVALLUR,Whole Year ,Sesamum,338,28.20667264,45.48591922
THIRUVALLUR,Whole Year ,Sugarcane,747815,28.27265858,56.09542002
THIRUVALLUR,Whole Year ,Sunflower,254,28.5417236,41.39081525
THIRUVALLUR,Whole Year ,Sweet potato,27,26.87187036,57.99524359
THIRUVALLUR,Whole Year ,Tapioca,1055,32.79766751,43.15411472
THIRUVALLUR,Whole Year ,Urad,593,26.42333018,50.91511275
THIRUVALLUR,Kharif     ,Rice,315864,29.79181107,43.78420984
THIRUVALLUR,Whole Year ,Arhar/Tur,451,27.44003279,49.50812624
THIRUVALLUR,Whole Year ,Bajra,1313,34.1262979,36.45012824
THIRUVALLUR,Whole Year ,Banana,59566,30.94908189,37.45680611
THIRUVALLUR,Whole Year ,Cashewnut,128,28.75751783,53.79732545
THIRUVALLUR,Whole Year ,Castor seed,5,27.24766491,37.44800463
THIRUVALLUR,Whole Year ,Coconut ,130000,28.63005477,54.7960127
THIRUVALLUR,Whole Year ,Dry chillies,322,26.41768321,40.53173216
THIRUVALLUR,Whole Year ,Gram,1,32.81705216,50.9246554
THIRUVALLUR,Whole Year ,Groundnut,54675,29.6321052,56.01913159
THIRUVALLUR,Whole Year ,Horse-gram,18,33.49077065,58.18713162
THIRUVALLUR,Whole Year ,Jowar,77,31.86847286,48.9366954
THIRUVALLUR,Whole Year ,Moong(Green Gram),1816,30.32992227,42.02483277
THIRUVALLUR,Whole Year ,Ragi,563,28.546224,43.05130077
THIRUVALLUR,Whole Year ,Sesamum,253,30.02629908,39.26137642
THIRUVALLUR,Whole Year ,Sugarcane,626831,31.65531175,50.01534317
THIRUVALLUR,Whole Year ,Sunflower,200,30.33499674,51.53848218
THIRUVALLUR,Whole Year ,Sweet potato,292,33.36984395,53.35486977
THIRUVALLUR,Whole Year ,Tapioca,1605,31.4345059,36.12042927
THIRUVALLUR,Whole Year ,Turmeric,12,27.71678273,38.14476781
THIRUVALLUR,Whole Year ,Urad,189,32.63918668,40.16545979
THIRUVALLUR,Kharif     ,Rice,256294,32.7477393,50.66487502
THIRUVALLUR,Whole Year ,Arhar/Tur,309,28.05153602,43.95183726
THIRUVALLUR,Whole Year ,Bajra,572,19.44084326,58.29933073
THIRUVALLUR,Whole Year ,Banana,45834,29.84823072,43.25095608
THIRUVALLUR,Whole Year ,Cashewnut,94,21.36383757,44.47427436
THIRUVALLUR,Whole Year ,Castor seed,4,26.28663931,59.84499208
THIRUVALLUR,Whole Year ,Coconut ,14500,22.17499963,43.4826194
THIRUVALLUR,Whole Year ,Dry chillies,234,26.57597546,49.4897245
THIRUVALLUR,Whole Year ,Gram,17,26.58972517,48.30159325
THIRUVALLUR,Whole Year ,Groundnut,49902,19.1345771,41.013132
THIRUVALLUR,Whole Year ,Horse-gram,10,28.75273118,43.12063289
THIRUVALLUR,Whole Year ,Jowar,53,25.78746268,44.30070517
THIRUVALLUR,Whole Year ,Maize,3,23.89271875,58.52974279
THIRUVALLUR,Whole Year ,Moong(Green Gram),1252,28.67408774,43.25726752
THIRUVALLUR,Whole Year ,Ragi,504,28.42062847,37.2464655
THIRUVALLUR,Whole Year ,Sesamum,422,21.35499456,56.12443206
THIRUVALLUR,Whole Year ,Sugarcane,629788,21.12695586,52.55469976
THIRUVALLUR,Whole Year ,Sunflower,74,24.02037872,71.89090748
THIRUVALLUR,Whole Year ,Sweet potato,73,25.40474421,67.15096376
THIRUVALLUR,Whole Year ,Tapioca,3516,29.03017561,70.23207557
THIRUVALLUR,Whole Year ,Urad,260,20.21368219,73.23573601
THIRUVALLUR,Kharif     ,Arhar/Tur,300,29.19585548,72.49507741
THIRUVALLUR,Kharif     ,Castor seed,4,18.29783597,62.26242533
THIRUVALLUR,Kharif     ,Groundnut,36400,27.41434987,66.85510868
THIRUVALLUR,Kharif     ,Horse-gram,14,24.84063998,68.02199825
THIRUVALLUR,Kharif     ,Maize,8,29.94413861,73.67166182
THIRUVALLUR,Kharif     ,Moong(Green Gram),3360,25.87990287,73.84949872
THIRUVALLUR,Kharif     ,Ragi,325,20.0467711,69.28607828
THIRUVALLUR,Kharif     ,Rice,250210,22.99451999,64.55882254
THIRUVALLUR,Kharif     ,Sunflower,9,25.13163619,67.53021213
THIRUVALLUR,Kharif     ,Urad,551,28.49584395,66.63830637
THIRUVALLUR,Rabi       ,Gram,1,18.28766124,70.86340755
THIRUVALLUR,Whole Year ,Sugarcane,737531,24.38041875,67.1367443
THIRUVALLUR,Kharif     ,Bajra,294,21.31852148,68.97097538
THIRUVALLUR,Kharif     ,Groundnut,3986,18.54141834,69.75555541
THIRUVALLUR,Kharif     ,Jowar,15,25.28710601,71.50569456
THIRUVALLUR,Kharif     ,Ragi,137,25.43459777,61.91208707
THIRUVALLUR,Kharif     ,Rice,313044,28.83600962,74.01229707
THIRUVALLUR,Rabi       ,Groundnut,36505,27.37659643,74.91559514
THIRUVALLUR,Rabi       ,Jowar,7,28.31886863,71.78615328
THIRUVALLUR,Rabi       ,Ragi,419,27.4818649,63.02473185
THIRUVALLUR,Whole Year ,Arhar/Tur,260,18.28072173,61.19250859
THIRUVALLUR,Whole Year ,Banana,47846,27.61204997,65.62859526
THIRUVALLUR,Whole Year ,Cashewnut,38,23.43974653,63.49726331
THIRUVALLUR,Whole Year ,Castor seed,4,20.95628486,65.81655892
THIRUVALLUR,Whole Year ,Coconut ,10200000,23.7937153,70.1415139
THIRUVALLUR,Whole Year ,Coriander,8,22.6371424,74.61649888
THIRUVALLUR,Whole Year ,Dry chillies,288,21.53577883,65.820457
THIRUVALLUR,Whole Year ,Horse-gram,15,29.87854588,69.24464096
THIRUVALLUR,Whole Year ,Moong(Green Gram),4326,25.2653291,70.88787207
THIRUVALLUR,Whole Year ,Sugarcane,798018,25.17885316,61.46892873
THIRUVALLUR,Whole Year ,Sunflower,70,24.12192608,64.72797143
THIRUVALLUR,Whole Year ,Sweet potato,348,23.33565221,62.3061735
THIRUVALLUR,Whole Year ,Tapioca,3201,21.74600081,69.85112265
THIRUVALLUR,Whole Year ,Turmeric,121,27.60195453,73.58663968
THIRUVALLUR,Whole Year ,Urad,649,24.388717,66.37171179
THIRUVALLUR,Kharif     ,Arhar/Tur,199,24.98287462,74.86960831
THIRUVALLUR,Kharif     ,Castor seed,0.31,28.234829,65.66436565
THIRUVALLUR,Kharif     ,Groundnut,46900,26.03026959,60.4693835
THIRUVALLUR,Kharif     ,Horse-gram,14,28.04849594,72.43169115
THIRUVALLUR,Kharif     ,Maize,14,24.87425505,63.57445989
THIRUVALLUR,Kharif     ,Moong(Green Gram),5141,23.97081395,70.25496749
THIRUVALLUR,Kharif     ,Ragi,504,20.06003985,71.48327008
THIRUVALLUR,Kharif     ,Rice,300455,19.59221047,63.1830529
THIRUVALLUR,Kharif     ,Sunflower,22,29.77013109,70.27184748
THIRUVALLUR,Kharif     ,Urad,473,27.52135365,60.41790253
THIRUVALLUR,Rabi       ,Gram,7,25.62896213,72.17818157
THIRUVALLUR,Whole Year ,Sugarcane,746013,20.39078312,67.83345933
THIRUVALLUR,Kharif     ,Bajra,1716,25.39038396,70.0866434
THIRUVALLUR,Kharif     ,Castor seed,1,24.91079638,69.40878198
THIRUVALLUR,Kharif     ,Groundnut,6067,27.70496805,62.30278274
THIRUVALLUR,Kharif     ,Horse-gram,10,18.06486101,61.16350463
THIRUVALLUR,Kharif     ,Jowar,88,18.13027797,71.72980375
THIRUVALLUR,Kharif     ,Maize,170,23.82723528,69.43895491
THIRUVALLUR,Kharif     ,Moong(Green Gram),56,23.19305333,68.91754359
THIRUVALLUR,Kharif     ,Onion,23,25.08966129,63.85668948
THIRUVALLUR,Kharif     ,Ragi,416,25.86928193,61.71111448
THIRUVALLUR,Kharif     ,Rice,451522,18.43966037,67.47677295
THIRUVALLUR,Kharif     ,Sunflower,4,27.14911056,65.24194361
THIRUVALLUR,Kharif     ,Urad,387,23.33375853,74.24459122
THIRUVALLUR,Rabi       ,Bajra,304,26.7230014,69.5274407
THIRUVALLUR,Rabi       ,Groundnut,39774,19.55750776,71.36947525
THIRUVALLUR,Rabi       ,Horse-gram,10,26.13708256,68.64685069
THIRUVALLUR,Rabi       ,Jowar,153,27.99990346,73.44678678
THIRUVALLUR,Rabi       ,Maize,275,29.05941162,67.32520551
THIRUVALLUR,Rabi       ,Moong(Green Gram),11970,25.71269843,73.40452716
THIRUVALLUR,Rabi       ,Onion,25,21.79792649,69.46020927
THIRUVALLUR,Rabi       ,Ragi,3268,24.70626432,74.62068748
THIRUVALLUR,Rabi       ,Sunflower,1,20.94981756,71.21006868
THIRUVALLUR,Rabi       ,Urad,952,24.84918386,64.32887142
THIRUVALLUR,Whole Year ,Arhar/Tur,558,21.91041045,63.29900785
THIRUVALLUR,Whole Year ,Banana,29489,25.93381964,69.68862306
THIRUVALLUR,Whole Year ,Cashewnut,30,29.82112112,63.51822045
THIRUVALLUR,Whole Year ,Coconut ,7500000,27.52185591,64.11411069
THIRUVALLUR,Whole Year ,Dry chillies,80,27.99627907,63.46546487
THIRUVALLUR,Whole Year ,Garlic,6,20.76774783,63.02169909
THIRUVALLUR,Whole Year ,Gram,3,23.05276444,72.50669768
THIRUVALLUR,Whole Year ,Sugarcane,698344,21.65845777,70.40795007
THIRUVALLUR,Whole Year ,Sweet potato,42,26.25070298,62.78730907
THIRUVALLUR,Whole Year ,Tapioca,1436,20.97195263,73.37686831
THIRUVALLUR,Whole Year ,Turmeric,11,23.89736406,62.31842057
THIRUVARUR,Kharif     ,Banana,8747,24.55981624,62.2737345
THIRUVARUR,Kharif     ,Sesamum,1680,19.65690085,64.42177127
THIRUVARUR,Kharif     ,Tobacco,11,18.78359608,68.83924882
THIRUVARUR,Whole Year ,Banana,19680,24.1469628,71.16331975
THIRUVARUR,Whole Year ,Cashewnut,10,22.44581266,65.45328463
THIRUVARUR,Whole Year ,Cotton(lint),3650,24.96273236,74.22238583
THIRUVARUR,Whole Year ,Dry chillies,10,22.5526059,71.64631281
THIRUVARUR,Whole Year ,Groundnut,1650,22.77035608,62.83469851
THIRUVARUR,Whole Year ,Maize,50,19.20090378,66.47264636
THIRUVARUR,Whole Year ,Moong(Green Gram),2620,23.12808226,66.69096751
THIRUVARUR,Whole Year ,Pulses total,7090,24.92639065,74.16699119
THIRUVARUR,Whole Year ,Rice,285510,24.77464458,64.89517488
THIRUVARUR,Whole Year ,Sugarcane,2287000,19.8671184,64.77651469
THIRUVARUR,Whole Year ,Sweet potato,70,24.26601316,68.56507978
THIRUVARUR,Whole Year ,Tapioca,5030,23.62600218,61.83876146
THIRUVARUR,Whole Year ,Total foodgrain,292650,19.67832052,63.37784443
THIRUVARUR,Whole Year ,Turmeric,30,22.36509395,43.35795377
THIRUVARUR,Whole Year ,Urad,4470,21.57936934,46.83130119
THIRUVARUR,Kharif     ,Cotton(lint),3759,18.26233221,46.80452595
THIRUVARUR,Kharif     ,Groundnut,4866,23.71028128,46.6352865
THIRUVARUR,Kharif     ,Moong(Green Gram),6141,22.48720144,46.13833007
THIRUVARUR,Kharif     ,Pulses total,24173,21.6602498,53.46622584
THIRUVARUR,Kharif     ,Rice,618912,20.13037175,50.89110726
THIRUVARUR,Kharif     ,Sesamum,890,18.41164435,50.90994463
THIRUVARUR,Kharif     ,Total foodgrain,64308,19.68291173,36.46946971
THIRUVARUR,Kharif     ,Urad,18032,23.20242586,35.15426171
THIRUVARUR,Whole Year ,Banana,16417,18.92157197,49.14337177
THIRUVARUR,Whole Year ,Sugarcane,383660,22.10621387,52.55730112
THIRUVARUR,Whole Year ,Tapioca,3454,18.47412402,42.96018627
THIRUVARUR,Kharif     ,Cotton(lint),3296,19.81069447,49.02366803
THIRUVARUR,Kharif     ,Groundnut,4353,24.4880844,41.78219834
THIRUVARUR,Kharif     ,Moong(Green Gram),6671,18.75927679,38.71834464
THIRUVARUR,Kharif     ,Rice,470163,19.54128063,49.78102578
THIRUVARUR,Kharif     ,Sesamum,2660,18.91251245,51.92057267
THIRUVARUR,Kharif     ,Urad,18835,19.91330523,54.9393771
THIRUVARUR,Whole Year ,Banana,8747,19.72620525,50.89732989
THIRUVARUR,Whole Year ,Cashewnut,5,23.83185873,44.93261911
THIRUVARUR,Whole Year ,Guar seed,19291,24.94467632,49.39111479
THIRUVARUR,Whole Year ,Sugarcane,198369,24.692258,44.43177543
THIRUVARUR,Whole Year ,Tapioca,5145,24.72485577,48.77790371
THIRUVARUR,Whole Year ,Tobacco,11,20.12644921,40.37113729
THIRUVARUR,Kharif     ,Cotton(lint),4384,21.02432943,47.89645224
THIRUVARUR,Kharif     ,Groundnut,2068,22.40423537,46.05333124
THIRUVARUR,Kharif     ,Moong(Green Gram),12022,20.33691147,54.49044154
THIRUVARUR,Kharif     ,Rice,554654,24.24779615,49.04015558
THIRUVARUR,Kharif     ,Sesamum,715,24.81530144,53.14531023
THIRUVARUR,Kharif     ,Urad,33517,19.66329768,48.60449438
THIRUVARUR,Whole Year ,Banana,8696,22.43377991,53.13946695
THIRUVARUR,Whole Year ,Cashewnut,,22.92052307,45.42616802
THIRUVARUR,Whole Year ,Dry chillies,7,22.91843172,44.07819743
THIRUVARUR,Whole Year ,Sugarcane,213334,24.88244467,49.37369982
THIRUVARUR,Whole Year ,Tapioca,1739,23.40981539,41.02682925
THIRUVARUR,Kharif     ,Arhar/Tur,30,21.20725375,44.08562546
THIRUVARUR,Kharif     ,Cotton(lint),5550,18.20230419,49.47371773
THIRUVARUR,Kharif     ,Groundnut,2290,22.34375696,45.36521251
THIRUVARUR,Kharif     ,Moong(Green Gram),4270,24.32770134,37.81123974
THIRUVARUR,Kharif     ,Ragi,1,19.75088482,48.80253285
THIRUVARUR,Kharif     ,Rice,460110,19.86173586,42.72374404
THIRUVARUR,Kharif     ,Sesamum,1790,18.07132963,45.40277297
THIRUVARUR,Kharif     ,Urad,14140,23.89162561,52.39881209
THIRUVARUR,Whole Year ,Sugarcane,174100,23.98598756,49.73922097
THIRUVARUR,Kharif     ,Arhar/Tur,15,20.93892916,38.30411077
THIRUVARUR,Kharif     ,Cotton(lint),3243,20.82210727,35.75107592
THIRUVARUR,Kharif     ,Groundnut,2340,20.86474944,44.95654782
THIRUVARUR,Kharif     ,Maize,40,24.45840036,48.33941188
THIRUVARUR,Kharif     ,Moong(Green Gram),3327,24.51147697,35.03484812
THIRUVARUR,Kharif     ,Other Kharif pulses,7,24.56811204,44.23629285
THIRUVARUR,Kharif     ,Rice,112183,24.63228709,36.18678721
THIRUVARUR,Kharif     ,Sesamum,963,20.07386547,50.43306085
THIRUVARUR,Kharif     ,Urad,6604,21.80523051,54.37814199
THIRUVARUR,Whole Year ,Arecanut,,22.8122645,47.26052494
THIRUVARUR,Whole Year ,Banana,11086,22.73031253,38.21370568
THIRUVARUR,Whole Year ,Ber,0,23.2801227,35.36831423
THIRUVARUR,Whole Year ,Bhindi,75,19.30106297,37.11395801
THIRUVARUR,Whole Year ,Bitter Gourd,0,19.0087067,37.15824966
THIRUVARUR,Whole Year ,Bottle Gourd,0,24.35193812,48.28137482
THIRUVARUR,Whole Year ,Brinjal,91,24.72235539,53.40906048
THIRUVARUR,Whole Year ,Cashewnut,6,21.92513945,42.89509057
THIRUVARUR,Whole Year ,Citrus Fruit,32,24.83954414,41.7704893
THIRUVARUR,Whole Year ,Coconut ,72400,18.09691127,35.69674138
THIRUVARUR,Whole Year ,Cucumber,0,20.24104904,48.06491307
THIRUVARUR,Whole Year ,Drum Stick,0,23.22594,45.49683991
THIRUVARUR,Whole Year ,Dry chillies,7,23.50128217,53.31508572
THIRUVARUR,Whole Year ,Jack Fruit,204,19.44623085,39.18374505
THIRUVARUR,Whole Year ,Lab-Lab,0,20.51343484,42.19740397
THIRUVARUR,Whole Year ,Mango,1324,18.90223032,37.46160727
THIRUVARUR,Whole Year ,Other Citrus Fruit,0,18.90592319,51.54922825
THIRUVARUR,Whole Year ,Other Vegetables,0,22.63045168,50.6128521
THIRUVARUR,Whole Year ,Papaya,0,19.38603815,46.90725077
THIRUVARUR,Whole Year ,Pome Fruit,42,24.38318965,49.55213308
THIRUVARUR,Whole Year ,Pome Granet,0,23.77989026,41.45486619
THIRUVARUR,Whole Year ,Pump Kin,0,22.59890174,36.68284038
THIRUVARUR,Whole Year ,Redish,0,24.37766782,39.00992137
THIRUVARUR,Whole Year ,Ribed Guard,0,20.89273273,52.50812701
THIRUVARUR,Whole Year ,Snak Guard,0,18.09903225,47.01510708
THIRUVARUR,Whole Year ,Sugarcane,149880,20.00218987,42.87274897
THIRUVARUR,Whole Year ,Sweet potato,27,19.85139326,53.04669416
THIRUVARUR,Whole Year ,Tapioca,758,21.25433607,46.48280681
THIRUVARUR,Whole Year ,Tomato,12,23.65374106,49.94043064
THIRUVARUR,Whole Year ,Turmeric,22,23.88404783,36.5011366
THIRUVARUR,Whole Year ,Yam,0,29.36792366,50.17067771
THIRUVARUR,Kharif     ,Arhar/Tur,16,27.33368994,46.62370222
THIRUVARUR,Kharif     ,Castor seed,1,27.40053601,53.12442925
THIRUVARUR,Kharif     ,Cotton(lint),5152,29.3159075,44.23913012
THIRUVARUR,Kharif     ,Groundnut,3130,26.05433004,41.61080544
THIRUVARUR,Kharif     ,Maize,164,25.86632408,36.10211371
THIRUVARUR,Kharif     ,Moong(Green Gram),3088,27.00932084,51.02372773
THIRUVARUR,Kharif     ,Other Kharif pulses,7,29.55054817,51.56461082
THIRUVARUR,Kharif     ,Ragi,21,26.28845991,45.20841071
THIRUVARUR,Kharif     ,Rice,169428,29.16226551,46.10585191
THIRUVARUR,Kharif     ,Sesamum,1297,28.65003945,47.9271552
THIRUVARUR,Kharif     ,Small millets,,29.07311132,52.60285259
